timestamp,source_ip,destination_ip,protocol,port,threat,user_agent,location,bytes_sent,bytes_received
2025-05-24 22:29:06,4.208.205.91,60.242.75.159,ICMP,80,none,Wget/1.20.3,CA,4536,1970
2025-05-24 22:29:07,176.101.244.62,189.249.176.235,ICMP,443,none,PostmanRuntime/7.28.4,ZA,1173,3492
2025-05-24 22:29:08,174.176.200.140,230.223.78.42,ICMP,443,phishing,curl/7.68.0,AU,3964,1746
2025-05-24 22:29:09,64.211.150.214,248.120.105.68,ICMP,80,none,Mozilla/5.0,CN,2707,1154
2025-05-24 22:29:10,169.52.193.201,35.228.206.172,ICMP,8080,none,curl/7.68.0,US,4277,1057
2025-05-24 22:29:11,205.57.137.228,197.32.86.15,UDP,53,none,Wget/1.20.3,US,4851,130
2025-05-24 22:29:12,238.166.23.99,79.140.84.67,UDP,22,none,PostmanRuntime/7.28.4,BR,2335,4728
2025-05-24 22:29:13,74.79.94.180,214.121.196.59,UDP,22,none,Mozilla/5.0,ZA,3127,200
2025-05-24 22:29:14,186.249.228.28,73.108.185.205,TCP,3306,none,Wget/1.20.3,BR,2471,891
2025-05-24 22:29:15,101.47.169.55,66.252.47.75,UDP,443,none,Mozilla/5.0,US,3737,1645
2025-05-24 22:29:16,123.54.104.28,67.172.137.61,UDP,3306,none,Python-urllib/3.8,DE,698,2401
2025-05-24 22:29:17,209.139.53.47,28.102.145.43,ICMP,53,none,PostmanRuntime/7.28.4,RU,685,383
2025-05-24 22:29:18,66.45.106.44,49.27.108.81,UDP,22,none,Mozilla/5.0,CA,3104,1177
2025-05-24 22:29:19,23.225.253.171,241.85.62.41,TCP,80,none,Mozilla/5.0,ZA,821,1145
2025-05-24 22:29:20,235.152.57.7,155.71.169.23,ICMP,8080,none,Mozilla/5.0,BR,4454,779
2025-05-24 22:29:21,66.155.190.227,144.207.93.213,UDP,53,none,Mozilla/5.0,FR,4081,3452
2025-05-24 22:29:22,83.158.94.115,232.237.84.65,UDP,22,none,curl/7.68.0,DE,1156,2731
2025-05-24 22:29:23,79.65.214.144,70.33.211.35,TCP,123,none,Mozilla/5.0,FR,2800,3295
2025-05-24 22:29:24,182.48.54.162,150.244.16.222,UDP,123,none,Wget/1.20.3,RU,1948,1238
2025-05-24 22:29:25,162.189.170.159,195.178.95.121,UDP,443,ddos,Wget/1.20.3,IN,4988,4643
2025-05-24 22:29:26,92.205.204.167,191.94.3.106,TCP,443,none,Python-urllib/3.8,AU,1984,262
2025-05-24 22:29:27,108.171.136.126,75.64.178.116,TCP,123,malware,Python-urllib/3.8,CN,2901,3811
2025-05-24 22:29:28,204.192.43.206,202.67.221.7,UDP,53,none,curl/7.68.0,ZA,2380,2100
2025-05-24 22:29:29,248.170.109.148,87.224.165.82,ICMP,80,none,PostmanRuntime/7.28.4,RU,1273,3356
2025-05-24 22:29:30,185.95.18.7,56.162.174.93,UDP,123,malware,PostmanRuntime/7.28.4,AU,4561,3984
2025-05-24 22:29:31,8.34.96.74,87.10.99.189,UDP,3306,none,curl/7.68.0,RU,3397,3028
2025-05-24 22:29:32,175.143.23.54,47.107.34.25,UDP,8080,none,Python-urllib/3.8,US,4799,1976
2025-05-24 22:29:33,92.212.192.134,36.69.197.96,TCP,80,none,PostmanRuntime/7.28.4,US,2308,2959
2025-05-24 22:29:34,80.238.252.45,83.47.65.245,TCP,8080,none,PostmanRuntime/7.28.4,DE,2255,2695
2025-05-24 22:29:35,137.233.171.248,5.159.134.230,ICMP,53,none,curl/7.68.0,CA,750,3757
2025-05-24 22:29:36,5.8.177.228,112.181.39.64,TCP,3306,phishing,Wget/1.20.3,BR,2291,781
2025-05-24 22:29:37,170.50.244.223,145.87.6.24,TCP,3306,none,Wget/1.20.3,IN,1245,1703
2025-05-24 22:29:38,14.62.146.221,182.112.230.248,UDP,80,none,PostmanRuntime/7.28.4,FR,2164,1468
2025-05-24 22:29:39,114.158.146.151,104.122.46.164,TCP,8080,none,curl/7.68.0,RU,4503,2820
2025-05-24 22:29:40,213.54.113.172,34.223.17.161,UDP,22,none,Wget/1.20.3,ZA,3219,2928
2025-05-24 22:29:41,87.77.28.219,160.30.72.201,UDP,3306,phishing,curl/7.68.0,US,3076,4359
2025-05-24 22:29:42,231.48.202.118,250.199.85.189,UDP,443,none,PostmanRuntime/7.28.4,CA,627,3584
2025-05-24 22:29:43,105.170.236.199,39.191.83.178,TCP,53,none,curl/7.68.0,CA,191,2751
2025-05-24 22:29:44,151.117.110.214,223.240.254.163,TCP,8080,none,Python-urllib/3.8,RU,1559,2883
2025-05-24 22:29:45,228.44.171.43,55.229.232.153,ICMP,123,none,Mozilla/5.0,DE,4268,1969
2025-05-24 22:29:46,62.134.127.227,95.251.111.200,UDP,22,none,Mozilla/5.0,ZA,1168,3631
2025-05-24 22:29:47,168.149.153.204,13.230.65.18,ICMP,22,none,Mozilla/5.0,CN,957,4933
2025-05-24 22:29:48,52.241.57.192,19.177.210.62,UDP,123,none,Wget/1.20.3,ZA,1469,3193
2025-05-24 22:29:49,59.152.95.2,116.118.131.236,UDP,443,none,curl/7.68.0,CA,421,4542
2025-05-24 22:29:50,79.206.2.129,1.131.108.176,UDP,123,none,Python-urllib/3.8,RU,1070,4009
2025-05-24 22:29:51,110.95.229.123,1.103.224.20,ICMP,22,none,Python-urllib/3.8,IN,3295,356
2025-05-24 22:29:52,32.247.1.173,136.91.235.219,UDP,443,none,Wget/1.20.3,ZA,4846,3903
2025-05-24 22:29:53,11.204.175.151,65.95.138.147,ICMP,3306,none,curl/7.68.0,AU,3863,3426
2025-05-24 22:29:54,17.235.170.155,129.49.75.250,UDP,123,none,curl/7.68.0,DE,2721,2525
2025-05-24 22:29:55,165.229.95.154,80.70.232.82,UDP,123,none,Python-urllib/3.8,AU,1365,350
2025-05-24 22:29:56,55.85.177.75,235.149.83.216,TCP,443,none,Wget/1.20.3,AU,1544,4257
2025-05-24 22:29:57,28.133.189.244,236.31.196.211,ICMP,3306,none,curl/7.68.0,ZA,4433,975
2025-05-24 22:29:58,90.38.50.6,76.5.105.83,ICMP,80,none,curl/7.68.0,CN,1772,1211
2025-05-24 22:29:59,185.144.74.50,64.184.50.65,ICMP,22,none,Python-urllib/3.8,ZA,1008,4501
2025-05-24 22:30:00,247.26.235.81,63.217.220.11,UDP,8080,none,Wget/1.20.3,US,2542,3770
2025-05-24 22:30:01,107.137.231.252,62.190.24.151,TCP,53,none,PostmanRuntime/7.28.4,CN,3532,677
2025-05-24 22:30:02,39.105.141.137,63.139.240.113,ICMP,22,none,Python-urllib/3.8,US,4635,3744
2025-05-24 22:30:03,4.63.107.106,167.238.171.94,UDP,8080,ransomware,PostmanRuntime/7.28.4,DE,4901,2298
2025-05-24 22:30:04,101.82.3.159,227.114.164.20,UDP,22,none,Mozilla/5.0,CA,4775,2928
2025-05-24 22:30:05,181.242.117.224,115.138.229.202,TCP,8080,none,Mozilla/5.0,ZA,2129,1369
2025-05-24 22:30:06,87.97.201.24,228.161.90.50,TCP,443,none,curl/7.68.0,BR,1459,1279
2025-05-24 22:30:07,65.51.227.168,5.135.6.227,UDP,443,none,Python-urllib/3.8,RU,2925,1259
2025-05-24 22:30:08,68.226.34.202,116.29.201.197,ICMP,123,none,curl/7.68.0,IN,2799,1363
2025-05-24 22:30:09,144.89.154.173,253.24.19.23,ICMP,22,none,curl/7.68.0,US,4599,1923
2025-05-24 22:30:10,37.48.172.102,45.51.87.10,ICMP,22,none,curl/7.68.0,RU,2548,1214
2025-05-24 22:30:11,104.239.45.121,72.126.200.210,TCP,53,none,Mozilla/5.0,AU,3403,1355
2025-05-24 22:30:12,129.208.88.67,174.155.165.137,UDP,53,none,Mozilla/5.0,US,795,287
2025-05-24 22:30:13,27.215.63.62,8.210.233.207,ICMP,80,none,Python-urllib/3.8,FR,3827,4660
2025-05-24 22:30:14,248.100.14.96,87.210.27.159,UDP,22,none,Python-urllib/3.8,CA,1137,2872
2025-05-24 22:30:15,230.7.8.162,178.217.81.41,UDP,53,none,curl/7.68.0,CN,3195,2480
2025-05-24 22:30:16,131.33.233.231,201.126.102.169,ICMP,53,none,Wget/1.20.3,BR,2706,1393
2025-05-24 22:30:17,225.141.13.221,193.43.120.119,ICMP,53,none,Mozilla/5.0,US,2792,3801
2025-05-24 22:30:18,54.162.242.131,114.219.153.33,UDP,3306,none,curl/7.68.0,RU,3131,262
2025-05-24 22:30:19,181.148.129.35,88.114.135.83,UDP,80,none,Python-urllib/3.8,US,1978,1211
2025-05-24 22:30:20,20.69.59.14,212.141.51.184,TCP,123,none,curl/7.68.0,BR,1627,743
2025-05-24 22:30:21,92.80.87.219,79.174.184.166,UDP,80,malware,Wget/1.20.3,CA,4415,4113
2025-05-24 22:30:22,71.187.74.37,49.199.94.22,TCP,3306,phishing,Mozilla/5.0,RU,2387,199
2025-05-24 22:30:23,154.210.104.75,189.97.192.169,ICMP,80,ransomware,PostmanRuntime/7.28.4,ZA,167,2528
2025-05-24 22:30:24,65.75.168.227,224.174.38.190,UDP,443,none,Python-urllib/3.8,DE,2325,1750
2025-05-24 22:30:25,242.209.248.143,251.9.25.52,UDP,123,none,curl/7.68.0,BR,3799,4116
2025-05-24 22:30:26,10.254.130.21,10.250.144.203,TCP,53,none,PostmanRuntime/7.28.4,ZA,1187,2528
2025-05-24 22:30:27,229.204.170.192,87.217.227.214,TCP,123,malware,Python-urllib/3.8,US,902,4192
2025-05-24 22:30:28,216.41.190.37,153.210.131.239,UDP,443,ransomware,Wget/1.20.3,IN,4830,4587
2025-05-24 22:30:29,56.119.234.199,207.213.223.93,ICMP,8080,none,Wget/1.20.3,CN,3592,1501
2025-05-24 22:30:30,61.170.219.150,53.52.77.203,TCP,8080,none,Python-urllib/3.8,RU,3166,2873
2025-05-24 22:30:31,121.214.32.77,177.202.48.233,ICMP,53,malware,Python-urllib/3.8,US,1547,3176
2025-05-24 22:30:32,169.11.98.88,214.130.95.29,TCP,53,none,curl/7.68.0,IN,3475,4838
2025-05-24 22:30:33,186.100.61.170,224.114.188.14,ICMP,443,none,curl/7.68.0,US,230,1698
2025-05-24 22:30:34,50.240.110.188,47.67.67.183,TCP,8080,none,Python-urllib/3.8,DE,4905,2339
2025-05-24 22:30:35,109.45.145.122,187.199.155.11,TCP,80,ransomware,PostmanRuntime/7.28.4,IN,4749,737
2025-05-24 22:30:36,102.103.161.238,243.95.216.31,ICMP,8080,none,Wget/1.20.3,CN,2279,3932
2025-05-24 22:30:37,155.126.35.140,160.106.19.69,UDP,8080,none,PostmanRuntime/7.28.4,US,4985,1134
2025-05-24 22:30:38,24.101.208.122,251.201.48.239,ICMP,443,none,curl/7.68.0,CA,1372,1305
2025-05-24 22:30:39,208.21.52.240,57.60.10.111,UDP,8080,none,Wget/1.20.3,AU,2136,2748
2025-05-24 22:30:40,203.159.222.161,86.51.13.248,ICMP,53,none,Python-urllib/3.8,IN,721,2332
2025-05-24 22:30:41,13.97.143.73,226.148.26.7,UDP,22,none,Python-urllib/3.8,US,4378,3858
2025-05-24 22:30:42,242.49.162.82,207.214.179.61,TCP,8080,none,Python-urllib/3.8,AU,2657,1493
2025-05-24 22:30:43,143.151.20.117,133.226.174.27,ICMP,22,none,Mozilla/5.0,CN,3071,1447
2025-05-24 22:30:44,64.165.104.136,201.207.230.200,TCP,3306,none,Wget/1.20.3,IN,2938,4198
2025-05-24 22:30:45,86.143.42.54,65.27.81.185,UDP,443,none,Python-urllib/3.8,US,140,616
2025-05-24 22:30:46,150.190.93.201,140.3.237.189,ICMP,8080,ransomware,PostmanRuntime/7.28.4,DE,2138,4019
2025-05-24 22:30:47,233.169.40.171,248.199.250.226,ICMP,3306,none,Python-urllib/3.8,RU,2324,4993
2025-05-24 22:30:48,250.104.231.159,107.185.28.51,TCP,80,phishing,Wget/1.20.3,BR,4427,1345
2025-05-24 22:30:49,217.162.47.136,136.53.83.17,UDP,3306,none,Wget/1.20.3,US,4371,4994
2025-05-24 22:30:50,201.232.240.64,61.19.162.222,TCP,53,none,Wget/1.20.3,ZA,338,3598
2025-05-24 22:30:51,167.163.107.61,91.193.210.182,ICMP,123,none,curl/7.68.0,US,3909,481
2025-05-24 22:30:52,142.3.42.102,95.14.31.139,ICMP,3306,none,Mozilla/5.0,RU,3351,472
2025-05-24 22:30:53,168.247.117.130,117.58.220.109,ICMP,80,none,Mozilla/5.0,AU,3173,4393
2025-05-24 22:30:54,36.198.26.100,164.241.189.142,TCP,123,none,PostmanRuntime/7.28.4,US,3814,857
2025-05-24 22:30:55,204.238.62.118,7.224.1.22,TCP,8080,none,Wget/1.20.3,FR,3005,236
2025-05-24 22:30:56,55.153.156.49,174.211.2.126,UDP,123,none,PostmanRuntime/7.28.4,DE,3789,3911
2025-05-24 22:30:57,97.70.82.129,26.148.231.165,ICMP,80,none,Python-urllib/3.8,FR,1987,602
2025-05-24 22:30:58,146.76.85.123,61.126.73.199,TCP,123,none,Python-urllib/3.8,FR,1360,1108
2025-05-24 22:30:59,187.150.142.99,78.165.147.72,ICMP,80,none,Python-urllib/3.8,RU,235,2561
2025-05-24 22:31:00,123.143.216.49,122.127.20.136,TCP,80,none,curl/7.68.0,DE,4628,2074
2025-05-24 22:31:01,189.52.66.238,140.78.66.196,UDP,3306,ransomware,Python-urllib/3.8,DE,2181,1435
2025-05-24 22:31:02,75.18.160.236,215.106.44.86,TCP,3306,malware,Python-urllib/3.8,US,3649,3467
2025-05-24 22:31:03,254.187.15.200,133.54.26.1,UDP,53,none,curl/7.68.0,BR,2553,3538
2025-05-24 22:31:04,240.33.38.130,148.75.181.131,UDP,123,none,PostmanRuntime/7.28.4,CN,2228,4220
2025-05-24 22:31:05,57.41.120.186,121.138.117.156,TCP,123,none,Mozilla/5.0,RU,3920,511
2025-05-24 22:31:06,32.189.20.177,217.99.90.3,TCP,8080,none,Python-urllib/3.8,IN,1614,4482
2025-05-24 22:31:07,35.142.61.135,169.12.160.93,TCP,53,none,Mozilla/5.0,ZA,884,4430
2025-05-24 22:31:08,6.85.184.55,10.186.142.119,ICMP,3306,none,Python-urllib/3.8,ZA,2194,904
2025-05-24 22:31:09,226.159.86.220,108.202.51.96,TCP,123,none,curl/7.68.0,ZA,505,2227
2025-05-24 22:31:10,217.60.196.124,203.228.113.236,ICMP,22,none,curl/7.68.0,RU,1329,3759
2025-05-24 22:31:11,174.47.124.166,151.103.124.94,TCP,3306,none,PostmanRuntime/7.28.4,CN,4945,533
2025-05-24 22:31:12,153.15.12.105,33.193.22.65,UDP,80,ddos,Python-urllib/3.8,CA,4708,2665
2025-05-24 22:31:13,22.229.54.194,246.124.190.240,ICMP,3306,none,Mozilla/5.0,CN,3936,658
2025-05-24 22:31:14,232.91.48.200,93.86.83.204,TCP,8080,phishing,PostmanRuntime/7.28.4,RU,4350,206
2025-05-24 22:31:15,122.118.144.152,32.244.7.147,ICMP,443,ddos,Mozilla/5.0,BR,3032,2352
2025-05-24 22:31:16,110.159.133.120,24.234.16.15,ICMP,3306,none,Wget/1.20.3,ZA,1778,402
2025-05-24 22:31:17,175.25.182.247,195.61.143.209,TCP,8080,none,Mozilla/5.0,BR,3814,4928
2025-05-24 22:31:18,60.58.46.185,176.203.90.16,TCP,8080,none,Python-urllib/3.8,FR,4960,854
2025-05-24 22:31:19,136.85.196.178,148.82.68.30,TCP,443,none,PostmanRuntime/7.28.4,DE,1964,4820
2025-05-24 22:31:20,242.170.197.49,206.167.196.19,TCP,8080,none,Wget/1.20.3,AU,3599,526
2025-05-24 22:31:21,65.242.126.233,198.230.105.101,UDP,123,none,Wget/1.20.3,DE,4998,1001
2025-05-24 22:31:22,144.238.91.199,184.146.227.86,UDP,3306,none,Wget/1.20.3,IN,4413,2828
2025-05-24 22:31:23,155.116.200.85,196.171.82.44,ICMP,123,none,PostmanRuntime/7.28.4,US,4258,3163
2025-05-24 22:31:24,206.143.14.153,225.157.70.97,ICMP,53,none,PostmanRuntime/7.28.4,BR,4097,1518
2025-05-24 22:31:25,19.242.227.23,14.52.92.38,ICMP,3306,none,curl/7.68.0,DE,4971,4908
2025-05-24 22:31:26,246.231.242.33,209.205.207.181,ICMP,80,none,Wget/1.20.3,ZA,1553,748
2025-05-24 22:31:27,242.187.103.185,71.69.12.131,ICMP,3306,none,Python-urllib/3.8,ZA,3088,3658
2025-05-24 22:31:28,181.73.6.139,33.161.66.103,ICMP,80,none,curl/7.68.0,CN,4236,2591
2025-05-24 22:31:29,83.204.38.73,157.123.90.36,TCP,443,none,Wget/1.20.3,ZA,4359,1321
2025-05-24 22:31:30,212.222.59.147,119.129.211.33,TCP,123,none,curl/7.68.0,CN,628,1310
2025-05-24 22:31:31,37.200.58.60,222.48.105.188,UDP,22,ransomware,Mozilla/5.0,IN,4439,4611
2025-05-24 22:31:32,228.65.219.94,50.73.14.45,TCP,3306,ransomware,curl/7.68.0,AU,3442,3979
2025-05-24 22:31:33,196.149.226.123,105.6.93.33,TCP,8080,none,curl/7.68.0,AU,444,3495
2025-05-24 22:31:34,204.51.132.147,207.84.150.127,ICMP,8080,none,Mozilla/5.0,BR,3484,4090
2025-05-24 22:31:35,27.3.126.73,21.219.54.140,ICMP,8080,none,Wget/1.20.3,RU,3408,4894
2025-05-24 22:31:36,249.20.127.135,132.7.244.194,ICMP,3306,none,PostmanRuntime/7.28.4,ZA,1801,4611
2025-05-24 22:31:37,101.110.242.34,243.39.16.12,ICMP,123,none,Mozilla/5.0,AU,3325,4267
2025-05-24 22:31:38,35.87.86.113,152.60.215.121,TCP,8080,none,Python-urllib/3.8,FR,896,2353
2025-05-24 22:31:39,127.198.90.233,48.209.144.74,TCP,53,none,Mozilla/5.0,RU,2389,4574
2025-05-24 22:31:40,225.14.179.108,169.116.224.116,ICMP,3306,none,Mozilla/5.0,FR,866,618
2025-05-24 22:31:41,125.97.211.249,19.112.21.161,UDP,3306,none,Python-urllib/3.8,US,3231,2820
2025-05-24 22:31:42,107.231.200.215,215.214.13.131,ICMP,53,none,Python-urllib/3.8,ZA,3734,4270
2025-05-24 22:31:43,131.179.38.61,214.10.139.230,ICMP,8080,ransomware,PostmanRuntime/7.28.4,RU,2612,3698
2025-05-24 22:31:44,26.169.231.251,108.47.63.118,TCP,8080,none,Wget/1.20.3,CN,3247,1484
2025-05-24 22:31:45,28.217.178.33,54.10.218.27,ICMP,443,ransomware,curl/7.68.0,AU,4050,591
2025-05-24 22:31:46,29.95.171.181,250.253.167.18,UDP,8080,none,Python-urllib/3.8,AU,4355,398
2025-05-24 22:31:47,126.210.128.76,115.245.144.125,ICMP,8080,none,Mozilla/5.0,IN,2157,2534
2025-05-24 22:31:48,189.88.54.22,246.53.61.24,UDP,80,none,Wget/1.20.3,FR,4527,543
2025-05-24 22:31:49,137.223.22.66,209.98.226.181,ICMP,3306,none,Mozilla/5.0,RU,1845,2517
2025-05-24 22:31:50,137.127.66.80,108.175.51.54,TCP,80,none,Wget/1.20.3,ZA,1032,646
2025-05-24 22:31:51,166.120.13.56,11.122.244.94,UDP,123,malware,curl/7.68.0,AU,3728,757
2025-05-24 22:31:52,26.39.41.92,237.41.180.36,ICMP,22,malware,curl/7.68.0,ZA,4529,882
2025-05-24 22:31:53,147.148.160.245,155.18.113.245,ICMP,80,none,Wget/1.20.3,CN,501,1109
2025-05-24 22:31:54,233.126.63.179,47.137.93.152,UDP,3306,none,Wget/1.20.3,US,784,1186
2025-05-24 22:31:55,120.115.11.21,198.237.152.33,TCP,3306,none,Wget/1.20.3,ZA,4237,416
2025-05-24 22:31:56,192.192.3.12,224.27.208.22,TCP,123,none,curl/7.68.0,CN,3595,3429
2025-05-24 22:31:57,159.3.47.84,135.202.78.115,UDP,53,none,Mozilla/5.0,CN,1557,4033
2025-05-24 22:31:58,52.132.150.10,227.113.124.232,TCP,123,none,Mozilla/5.0,BR,3064,4514
2025-05-24 22:31:59,216.225.221.97,227.96.205.116,UDP,3306,none,Mozilla/5.0,CN,2957,1314
2025-05-24 22:32:00,131.18.201.50,22.162.19.207,TCP,123,ransomware,PostmanRuntime/7.28.4,DE,4694,3847
2025-05-24 22:32:01,34.74.1.85,49.61.16.166,ICMP,80,none,Python-urllib/3.8,DE,4610,144
2025-05-24 22:32:02,154.44.246.185,254.163.116.253,UDP,22,none,Mozilla/5.0,ZA,2737,2013
2025-05-24 22:32:03,134.85.174.47,187.48.250.160,UDP,53,none,curl/7.68.0,CN,4736,2865
2025-05-24 22:32:04,196.254.76.219,68.64.5.189,ICMP,8080,none,Python-urllib/3.8,US,4791,2078
2025-05-24 22:32:05,246.76.172.193,7.150.184.70,TCP,80,none,Python-urllib/3.8,DE,2366,3632
2025-05-24 22:32:06,153.165.216.222,55.183.130.139,TCP,123,none,curl/7.68.0,FR,1129,2528
2025-05-24 22:32:07,128.197.26.222,247.210.197.104,ICMP,80,none,Wget/1.20.3,DE,1035,2549
2025-05-24 22:32:08,134.22.67.66,64.120.54.79,ICMP,3306,none,Mozilla/5.0,US,3376,3460
2025-05-24 22:32:09,155.47.186.183,182.143.69.132,UDP,80,none,Wget/1.20.3,CN,258,4730
2025-05-24 22:32:10,237.107.150.28,26.137.166.226,ICMP,53,none,Python-urllib/3.8,RU,2573,2519
2025-05-24 22:32:11,107.12.65.145,91.12.192.203,TCP,3306,none,Python-urllib/3.8,IN,3311,3014
2025-05-24 22:32:12,179.134.64.99,164.247.9.187,UDP,80,none,Mozilla/5.0,ZA,920,1240
2025-05-24 22:32:13,201.225.233.137,198.240.35.120,ICMP,22,none,PostmanRuntime/7.28.4,ZA,312,2469
2025-05-24 22:32:14,9.195.173.184,28.151.203.132,ICMP,8080,none,PostmanRuntime/7.28.4,AU,4875,2941
2025-05-24 22:32:15,171.12.51.57,195.44.182.11,UDP,443,none,PostmanRuntime/7.28.4,CN,2939,124
2025-05-24 22:32:16,213.225.42.63,110.53.78.60,UDP,8080,none,curl/7.68.0,FR,2234,3910
2025-05-24 22:32:17,119.115.98.151,238.231.33.189,UDP,443,none,curl/7.68.0,US,366,594
2025-05-24 22:32:18,142.213.3.238,34.123.110.185,TCP,8080,none,curl/7.68.0,RU,2362,3841
